PyTorch Version: 2.5.1
CUDA device available: True
Using CUDA device: cuda:0
Random Seed: 0
Task Importance Weight: 0
Output Path: ../my-logs/myafad-coral-0.4-3-seed0
Script: afad-coral.py
Epoch: 001/050 | Batch 0000/0462 | Cost: 17.9187
Epoch: 006/050 | Batch 0400/0462 | Cost: 10.3927
Epoch: 006/050 | Batch 0450/0462 | Cost: 10.4576
MAE/RMSE/Loss/Accuracy: | Current Valid: 4.19/5.51/10.5744/8.36% Ep. 5 | Best Valid : 4.19/5.51/10.5744/8.36% Ep. 5
Time elapsed: 12.10 min
Epoch: 007/050 | Batch 0000/0462 | Cost: 10.3557
Epoch: 007/050 | Batch 0050/0462 | Cost: 10.2762
Epoch: 007/050 | Batch 0100/0462 | Cost: 10.1027
Epoch: 007/050 | Batch 0150/0462 | Cost: 10.2797
Epoch: 007/050 | Batch 0200/0462 | Cost: 10.5548
Epoch: 007/050 | Batch 0250/0462 | Cost: 10.3448
Epoch: 007/050 | Batch 0300/0462 | Cost: 9.8898
Epoch: 007/050 | Batch 0350/0462 | Cost: 10.3791
Epoch: 007/050 | Batch 0400/0462 | Cost: 9.8603
Epoch: 007/050 | Batch 0450/0462 | Cost: 10.0679
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.91/5.22/10.0439/8.79% Ep. 6 | Best Valid : 3.91/5.22/10.0439/8.79% Ep. 6
Time elapsed: 15.40 min
Epoch: 008/050 | Batch 0000/0462 | Cost: 10.0027
Epoch: 008/050 | Batch 0050/0462 | Cost: 9.7819
Epoch: 008/050 | Batch 0100/0462 | Cost: 10.4460
Epoch: 008/050 | Batch 0150/0462 | Cost: 10.0407
Epoch: 008/050 | Batch 0200/0462 | Cost: 10.1450
Epoch: 008/050 | Batch 0250/0462 | Cost: 10.0252
Epoch: 008/050 | Batch 0300/0462 | Cost: 9.6839
Epoch: 008/050 | Batch 0350/0462 | Cost: 9.8880
Epoch: 008/050 | Batch 0400/0462 | Cost: 10.1699
Epoch: 008/050 | Batch 0450/0462 | Cost: 9.9498
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.76/4.95/9.6644/9.20% Ep. 7 | Best Valid : 3.76/4.95/9.6644/9.20% Ep. 7
Time elapsed: 18.69 min
Epoch: 009/050 | Batch 0000/0462 | Cost: 9.5484
Epoch: 009/050 | Batch 0050/0462 | Cost: 9.3960
Epoch: 009/050 | Batch 0100/0462 | Cost: 9.5008
Epoch: 009/050 | Batch 0150/0462 | Cost: 9.2440
Epoch: 009/050 | Batch 0200/0462 | Cost: 9.4455
Epoch: 009/050 | Batch 0250/0462 | Cost: 9.5401
Epoch: 009/050 | Batch 0300/0462 | Cost: 9.4094
Epoch: 009/050 | Batch 0350/0462 | Cost: 9.6852
Epoch: 009/050 | Batch 0400/0462 | Cost: 9.3950
Epoch: 009/050 | Batch 0450/0462 | Cost: 9.5869
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.67/4.92/9.3011/9.79% Ep. 8 | Best Valid : 3.67/4.92/9.3011/9.79% Ep. 8
Time elapsed: 21.99 min
Epoch: 010/050 | Batch 0000/0462 | Cost: 9.1054
Epoch: 010/050 | Batch 0050/0462 | Cost: 8.9005
Epoch: 010/050 | Batch 0100/0462 | Cost: 8.7973
Epoch: 010/050 | Batch 0150/0462 | Cost: 9.3952
Epoch: 010/050 | Batch 0200/0462 | Cost: 9.1330
Epoch: 010/050 | Batch 0250/0462 | Cost: 9.3293
Epoch: 010/050 | Batch 0300/0462 | Cost: 8.8287
Epoch: 010/050 | Batch 0350/0462 | Cost: 9.2110
Epoch: 010/050 | Batch 0400/0462 | Cost: 9.0432
Epoch: 010/050 | Batch 0450/0462 | Cost: 9.2960
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.69/4.93/9.0710/9.48% Ep. 9 | Best Valid : 3.67/4.92/9.3011/9.79% Ep. 8
Time elapsed: 25.29 min
Epoch: 011/050 | Batch 0000/0462 | Cost: 9.0011
Epoch: 011/050 | Batch 0050/0462 | Cost: 9.2862
Epoch: 011/050 | Batch 0100/0462 | Cost: 9.1351
Epoch: 011/050 | Batch 0150/0462 | Cost: 8.9517
Epoch: 011/050 | Batch 0200/0462 | Cost: 9.1186
Epoch: 011/050 | Batch 0250/0462 | Cost: 9.1304
Epoch: 011/050 | Batch 0300/0462 | Cost: 8.7537
Epoch: 011/050 | Batch 0350/0462 | Cost: 8.7723
Epoch: 011/050 | Batch 0400/0462 | Cost: 8.3332
Epoch: 011/050 | Batch 0450/0462 | Cost: 8.7902
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.79/4.92/9.1414/8.94% Ep. 10 | Best Valid : 3.67/4.92/9.3011/9.79% Ep. 8
Time elapsed: 28.58 min
Epoch: 012/050 | Batch 0000/0462 | Cost: 8.7887
Epoch: 012/050 | Batch 0050/0462 | Cost: 8.7346
Epoch: 012/050 | Batch 0100/0462 | Cost: 8.7142
Epoch: 012/050 | Batch 0150/0462 | Cost: 8.6921
Epoch: 012/050 | Batch 0200/0462 | Cost: 8.7576
Epoch: 012/050 | Batch 0250/0462 | Cost: 8.7685
Epoch: 012/050 | Batch 0300/0462 | Cost: 8.3506
Epoch: 012/050 | Batch 0350/0462 | Cost: 8.4841
Epoch: 012/050 | Batch 0400/0462 | Cost: 8.6481
Epoch: 012/050 | Batch 0450/0462 | Cost: 8.9887
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.56/4.77/8.7283/10.01% Ep. 11 | Best Valid : 3.56/4.77/8.7283/10.01% Ep. 11
Time elapsed: 31.88 min
Epoch: 013/050 | Batch 0000/0462 | Cost: 8.2906
Epoch: 013/050 | Batch 0050/0462 | Cost: 8.5562
Epoch: 013/050 | Batch 0100/0462 | Cost: 8.5212
Epoch: 013/050 | Batch 0150/0462 | Cost: 8.4961
Epoch: 013/050 | Batch 0200/0462 | Cost: 8.3894
Epoch: 013/050 | Batch 0250/0462 | Cost: 8.0226
Epoch: 013/050 | Batch 0300/0462 | Cost: 8.4946
Epoch: 013/050 | Batch 0350/0462 | Cost: 8.3995
Epoch: 013/050 | Batch 0400/0462 | Cost: 8.3383
Epoch: 013/050 | Batch 0450/0462 | Cost: 8.4852
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.54/4.78/8.5897/10.31% Ep. 12 | Best Valid : 3.54/4.78/8.5897/10.31% Ep. 12
Time elapsed: 35.18 min
Epoch: 014/050 | Batch 0000/0462 | Cost: 8.0275
Epoch: 014/050 | Batch 0050/0462 | Cost: 8.3288
Epoch: 014/050 | Batch 0100/0462 | Cost: 8.0459
Epoch: 014/050 | Batch 0150/0462 | Cost: 7.8586
Epoch: 014/050 | Batch 0200/0462 | Cost: 9.0671
Epoch: 014/050 | Batch 0250/0462 | Cost: 8.6491
Epoch: 014/050 | Batch 0300/0462 | Cost: 8.3608
Epoch: 014/050 | Batch 0350/0462 | Cost: 8.3856
Epoch: 014/050 | Batch 0400/0462 | Cost: 8.0768
Epoch: 014/050 | Batch 0450/0462 | Cost: 8.2752
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.96/5.25/8.9388/8.71% Ep. 13 | Best Valid : 3.54/4.78/8.5897/10.31% Ep. 12
Time elapsed: 38.47 min
Epoch: 015/050 | Batch 0000/0462 | Cost: 8.1633
Epoch: 015/050 | Batch 0050/0462 | Cost: 8.0615
Epoch: 015/050 | Batch 0100/0462 | Cost: 7.8557
Epoch: 015/050 | Batch 0150/0462 | Cost: 8.2330
Epoch: 015/050 | Batch 0200/0462 | Cost: 8.1594
Epoch: 015/050 | Batch 0250/0462 | Cost: 7.7354
Epoch: 015/050 | Batch 0300/0462 | Cost: 7.8365
Epoch: 015/050 | Batch 0350/0462 | Cost: 8.3266
Epoch: 015/050 | Batch 0400/0462 | Cost: 7.9166
Epoch: 015/050 | Batch 0450/0462 | Cost: 8.5140
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.58/4.91/8.5319/10.65% Ep. 14 | Best Valid : 3.54/4.78/8.5897/10.31% Ep. 12
Time elapsed: 41.77 min
Epoch: 016/050 | Batch 0000/0462 | Cost: 8.2943
Epoch: 016/050 | Batch 0050/0462 | Cost: 7.5791
Epoch: 016/050 | Batch 0100/0462 | Cost: 8.5255
Epoch: 016/050 | Batch 0150/0462 | Cost: 7.6479
Epoch: 016/050 | Batch 0200/0462 | Cost: 7.4337
Epoch: 016/050 | Batch 0250/0462 | Cost: 7.6909
Epoch: 016/050 | Batch 0300/0462 | Cost: 7.5475
Epoch: 016/050 | Batch 0350/0462 | Cost: 7.7738
Epoch: 016/050 | Batch 0400/0462 | Cost: 7.3618
Epoch: 016/050 | Batch 0450/0462 | Cost: 7.7885
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.59/4.98/8.5890/11.08% Ep. 15 | Best Valid : 3.54/4.78/8.5897/10.31% Ep. 12
Time elapsed: 45.07 min
Epoch: 017/050 | Batch 0000/0462 | Cost: 7.0474
Epoch: 017/050 | Batch 0050/0462 | Cost: 7.6008
Epoch: 017/050 | Batch 0100/0462 | Cost: 7.3783
Epoch: 017/050 | Batch 0150/0462 | Cost: 7.5756
Epoch: 017/050 | Batch 0200/0462 | Cost: 7.4368
Epoch: 017/050 | Batch 0250/0462 | Cost: 7.1107
Epoch: 017/050 | Batch 0300/0462 | Cost: 7.3047
Epoch: 017/050 | Batch 0350/0462 | Cost: 7.3453
Epoch: 017/050 | Batch 0400/0462 | Cost: 7.7387
Epoch: 017/050 | Batch 0450/0462 | Cost: 8.1834
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.50/4.80/8.2982/11.18% Ep. 16 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 48.37 min
Epoch: 018/050 | Batch 0000/0462 | Cost: 7.2717
Epoch: 018/050 | Batch 0050/0462 | Cost: 7.0444
Epoch: 018/050 | Batch 0100/0462 | Cost: 6.9979
Epoch: 018/050 | Batch 0150/0462 | Cost: 7.5886
Epoch: 018/050 | Batch 0200/0462 | Cost: 7.3754
Epoch: 018/050 | Batch 0250/0462 | Cost: 7.6090
Epoch: 018/050 | Batch 0300/0462 | Cost: 8.1633
Epoch: 018/050 | Batch 0350/0462 | Cost: 7.6375
Epoch: 018/050 | Batch 0400/0462 | Cost: 7.2785
Epoch: 018/050 | Batch 0450/0462 | Cost: 7.0922
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.55/4.76/8.2091/9.89% Ep. 17 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 51.66 min
Epoch: 019/050 | Batch 0000/0462 | Cost: 6.5559
Epoch: 019/050 | Batch 0050/0462 | Cost: 6.8486
Epoch: 019/050 | Batch 0100/0462 | Cost: 7.1761
Epoch: 019/050 | Batch 0150/0462 | Cost: 7.9486
Epoch: 019/050 | Batch 0200/0462 | Cost: 6.6415
Epoch: 019/050 | Batch 0250/0462 | Cost: 6.9331
Epoch: 019/050 | Batch 0300/0462 | Cost: 7.0328
Epoch: 019/050 | Batch 0350/0462 | Cost: 7.1536
Epoch: 019/050 | Batch 0400/0462 | Cost: 7.1992
Epoch: 019/050 | Batch 0450/0462 | Cost: 7.0525
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.56/4.85/8.2442/10.97% Ep. 18 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 54.96 min
Epoch: 020/050 | Batch 0000/0462 | Cost: 6.6386
Epoch: 020/050 | Batch 0050/0462 | Cost: 6.6317
Epoch: 020/050 | Batch 0100/0462 | Cost: 6.7076
Epoch: 020/050 | Batch 0150/0462 | Cost: 7.3381
Epoch: 020/050 | Batch 0200/0462 | Cost: 7.0481
Epoch: 020/050 | Batch 0250/0462 | Cost: 6.7753
Epoch: 020/050 | Batch 0300/0462 | Cost: 6.9542
Epoch: 020/050 | Batch 0350/0462 | Cost: 7.0717
Epoch: 020/050 | Batch 0400/0462 | Cost: 6.8034
Epoch: 020/050 | Batch 0450/0462 | Cost: 6.9009
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.60/4.96/8.5122/10.74% Ep. 19 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 58.25 min
Epoch: 021/050 | Batch 0000/0462 | Cost: 6.5049
Epoch: 021/050 | Batch 0050/0462 | Cost: 6.8421
Epoch: 021/050 | Batch 0100/0462 | Cost: 6.5138
Epoch: 021/050 | Batch 0150/0462 | Cost: 6.9710
Epoch: 021/050 | Batch 0200/0462 | Cost: 6.8463
Epoch: 021/050 | Batch 0250/0462 | Cost: 6.6754
Epoch: 021/050 | Batch 0300/0462 | Cost: 6.4047
Epoch: 021/050 | Batch 0350/0462 | Cost: 7.0419
Epoch: 021/050 | Batch 0400/0462 | Cost: 6.6239
Epoch: 021/050 | Batch 0450/0462 | Cost: 7.1014
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.61/4.96/8.5694/11.14% Ep. 20 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 61.55 min
Epoch: 022/050 | Batch 0000/0462 | Cost: 6.2712
Epoch: 022/050 | Batch 0050/0462 | Cost: 6.8050
Epoch: 022/050 | Batch 0100/0462 | Cost: 6.4565
Epoch: 022/050 | Batch 0150/0462 | Cost: 6.8684
Epoch: 022/050 | Batch 0200/0462 | Cost: 6.5343
Epoch: 022/050 | Batch 0250/0462 | Cost: 6.3678
Epoch: 022/050 | Batch 0300/0462 | Cost: 6.3395
Epoch: 022/050 | Batch 0350/0462 | Cost: 6.6968
Epoch: 022/050 | Batch 0400/0462 | Cost: 6.8967
Epoch: 022/050 | Batch 0450/0462 | Cost: 6.4549
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.54/4.81/8.2728/10.90% Ep. 21 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 64.85 min
Epoch: 023/050 | Batch 0000/0462 | Cost: 6.6909
Epoch: 023/050 | Batch 0050/0462 | Cost: 6.3967
Epoch: 023/050 | Batch 0100/0462 | Cost: 6.2090
Epoch: 023/050 | Batch 0150/0462 | Cost: 6.1147
Epoch: 023/050 | Batch 0200/0462 | Cost: 6.4559
Epoch: 023/050 | Batch 0250/0462 | Cost: 5.9317
Epoch: 023/050 | Batch 0300/0462 | Cost: 6.1121
Epoch: 023/050 | Batch 0350/0462 | Cost: 6.5878
Epoch: 023/050 | Batch 0400/0462 | Cost: 6.3321
Epoch: 023/050 | Batch 0450/0462 | Cost: 6.3335
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.51/4.82/8.2987/11.02% Ep. 22 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 68.14 min
Epoch: 024/050 | Batch 0000/0462 | Cost: 5.8345
Epoch: 024/050 | Batch 0050/0462 | Cost: 6.1589
Epoch: 024/050 | Batch 0100/0462 | Cost: 5.8060
Epoch: 024/050 | Batch 0150/0462 | Cost: 5.7437
Epoch: 024/050 | Batch 0200/0462 | Cost: 6.0601
Epoch: 024/050 | Batch 0250/0462 | Cost: 6.0079
Epoch: 024/050 | Batch 0300/0462 | Cost: 6.0366
Epoch: 024/050 | Batch 0350/0462 | Cost: 5.8322
Epoch: 024/050 | Batch 0400/0462 | Cost: 6.3775
Epoch: 024/050 | Batch 0450/0462 | Cost: 6.1581
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.51/4.79/8.2557/10.75% Ep. 23 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 71.44 min
Epoch: 025/050 | Batch 0000/0462 | Cost: 5.7616
Epoch: 025/050 | Batch 0050/0462 | Cost: 5.9448
Epoch: 025/050 | Batch 0100/0462 | Cost: 5.7516
Epoch: 025/050 | Batch 0150/0462 | Cost: 5.6232
Epoch: 025/050 | Batch 0200/0462 | Cost: 5.6965
Epoch: 025/050 | Batch 0250/0462 | Cost: 5.7486
Epoch: 025/050 | Batch 0300/0462 | Cost: 6.2674
Epoch: 025/050 | Batch 0350/0462 | Cost: 6.1913
Epoch: 025/050 | Batch 0400/0462 | Cost: 6.4149
Epoch: 025/050 | Batch 0450/0462 | Cost: 6.0959
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.67/4.95/8.6124/10.36% Ep. 24 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 74.74 min
Epoch: 026/050 | Batch 0000/0462 | Cost: 5.5488
Epoch: 026/050 | Batch 0050/0462 | Cost: 5.3741
Epoch: 026/050 | Batch 0100/0462 | Cost: 5.4219
Epoch: 026/050 | Batch 0150/0462 | Cost: 5.5905
Epoch: 026/050 | Batch 0200/0462 | Cost: 5.9844
Epoch: 026/050 | Batch 0250/0462 | Cost: 5.7112
Epoch: 026/050 | Batch 0300/0462 | Cost: 6.1368
Epoch: 026/050 | Batch 0350/0462 | Cost: 5.7573
Epoch: 026/050 | Batch 0400/0462 | Cost: 6.1232
Epoch: 026/050 | Batch 0450/0462 | Cost: 5.7730
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.54/4.83/8.4558/11.14% Ep. 25 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 78.03 min
Epoch: 027/050 | Batch 0000/0462 | Cost: 5.2798
Epoch: 027/050 | Batch 0050/0462 | Cost: 5.4857
Epoch: 027/050 | Batch 0100/0462 | Cost: 5.3549
Epoch: 027/050 | Batch 0150/0462 | Cost: 5.8458
Epoch: 027/050 | Batch 0200/0462 | Cost: 5.4523
Epoch: 027/050 | Batch 0250/0462 | Cost: 5.3576
Epoch: 027/050 | Batch 0300/0462 | Cost: 5.8113
Epoch: 027/050 | Batch 0350/0462 | Cost: 5.9515
Epoch: 027/050 | Batch 0400/0462 | Cost: 5.7586
Epoch: 027/050 | Batch 0450/0462 | Cost: 5.7965
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.57/4.91/8.6518/11.18% Ep. 26 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 81.33 min
Epoch: 028/050 | Batch 0000/0462 | Cost: 5.0291
Epoch: 028/050 | Batch 0050/0462 | Cost: 5.2892
Epoch: 028/050 | Batch 0100/0462 | Cost: 5.0275
Epoch: 028/050 | Batch 0150/0462 | Cost: 5.6492
Epoch: 028/050 | Batch 0200/0462 | Cost: 5.5920
Epoch: 028/050 | Batch 0250/0462 | Cost: 5.3979
Epoch: 028/050 | Batch 0300/0462 | Cost: 5.4476
Epoch: 028/050 | Batch 0350/0462 | Cost: 5.3704
Epoch: 028/050 | Batch 0400/0462 | Cost: 5.4827
Epoch: 028/050 | Batch 0450/0462 | Cost: 5.3364
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.68/4.93/8.7676/10.18% Ep. 27 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 84.63 min
Epoch: 029/050 | Batch 0000/0462 | Cost: 5.1891
Epoch: 029/050 | Batch 0050/0462 | Cost: 5.0145
Epoch: 029/050 | Batch 0100/0462 | Cost: 5.2079
Epoch: 029/050 | Batch 0150/0462 | Cost: 4.9838
Epoch: 029/050 | Batch 0200/0462 | Cost: 5.2029
Epoch: 029/050 | Batch 0250/0462 | Cost: 5.2257
Epoch: 029/050 | Batch 0300/0462 | Cost: 5.4861
Epoch: 029/050 | Batch 0350/0462 | Cost: 5.2964
Epoch: 029/050 | Batch 0400/0462 | Cost: 5.1828
Epoch: 029/050 | Batch 0450/0462 | Cost: 5.6291
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.62/4.90/8.7688/10.29% Ep. 28 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 87.92 min
Epoch: 030/050 | Batch 0000/0462 | Cost: 4.7145
Epoch: 030/050 | Batch 0050/0462 | Cost: 4.8695
Epoch: 030/050 | Batch 0100/0462 | Cost: 5.0463
Epoch: 030/050 | Batch 0150/0462 | Cost: 4.9007
Epoch: 030/050 | Batch 0200/0462 | Cost: 4.8205
Epoch: 030/050 | Batch 0250/0462 | Cost: 4.8490
Epoch: 030/050 | Batch 0300/0462 | Cost: 5.0292
Epoch: 030/050 | Batch 0350/0462 | Cost: 5.2271
Epoch: 030/050 | Batch 0400/0462 | Cost: 5.0395
Epoch: 030/050 | Batch 0450/0462 | Cost: 5.0722
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.65/4.94/8.9070/10.17% Ep. 29 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 91.22 min
Epoch: 031/050 | Batch 0000/0462 | Cost: 4.7227
Epoch: 031/050 | Batch 0050/0462 | Cost: 4.8967
Epoch: 031/050 | Batch 0100/0462 | Cost: 4.9870
Epoch: 031/050 | Batch 0150/0462 | Cost: 4.5065
Epoch: 031/050 | Batch 0200/0462 | Cost: 4.6620
Epoch: 031/050 | Batch 0250/0462 | Cost: 4.9617
Epoch: 031/050 | Batch 0300/0462 | Cost: 4.9045
Epoch: 031/050 | Batch 0350/0462 | Cost: 5.2800
Epoch: 031/050 | Batch 0400/0462 | Cost: 4.8819
Epoch: 031/050 | Batch 0450/0462 | Cost: 4.9033
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.70/4.97/9.0674/10.28% Ep. 30 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 94.52 min
Epoch: 032/050 | Batch 0000/0462 | Cost: 4.6090
Epoch: 032/050 | Batch 0050/0462 | Cost: 4.7056
Epoch: 032/050 | Batch 0100/0462 | Cost: 4.8601
Epoch: 032/050 | Batch 0150/0462 | Cost: 4.6600
Epoch: 032/050 | Batch 0200/0462 | Cost: 4.9882
Epoch: 032/050 | Batch 0250/0462 | Cost: 4.7327
Epoch: 032/050 | Batch 0300/0462 | Cost: 4.7362
Epoch: 032/050 | Batch 0350/0462 | Cost: 5.2527
Epoch: 032/050 | Batch 0400/0462 | Cost: 4.8157
Epoch: 032/050 | Batch 0450/0462 | Cost: 4.8322
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.75/5.02/9.2707/10.11% Ep. 31 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 97.82 min
Epoch: 033/050 | Batch 0000/0462 | Cost: 4.6795
Epoch: 033/050 | Batch 0050/0462 | Cost: 4.6075
Epoch: 033/050 | Batch 0100/0462 | Cost: 4.6859
Epoch: 033/050 | Batch 0150/0462 | Cost: 4.8731
Epoch: 033/050 | Batch 0200/0462 | Cost: 4.4255
Epoch: 033/050 | Batch 0250/0462 | Cost: 4.4860
Epoch: 033/050 | Batch 0300/0462 | Cost: 4.5019
Epoch: 033/050 | Batch 0350/0462 | Cost: 4.4624
Epoch: 033/050 | Batch 0400/0462 | Cost: 4.9150
Epoch: 033/050 | Batch 0450/0462 | Cost: 4.8138
MAE/RMSE/Loss/Accuracy: | Current Valid: 3.65/4.94/9.2098/10.21% Ep. 32 | Best Valid : 3.50/4.80/8.2982/11.18% Ep. 16
Time elapsed: 101.11 min
